start,end,length
22932,45576,155.027
22933,32021,118.79499999999999
32021,22933,118.79499999999999
22933,22934,342.88599999999997
22934,44917,147.623
44917,22934,147.623
22934,22935,54.93
22935,22936,79.282
22935,28759,156.786
28759,22935,156.786
22936,22937,79.206
22936,29001,157.18699999999998
22937,22938,157.539
22937,23453,78.78
23453,22937,78.78
22938,25490,78.657
25490,22938,78.657
22938,45592,120.96799999999999
22939,54143,102.57
54143,22939,102.57
22939,22940,121.682
22939,24168,38.091
24168,22939,38.091
22940,22941,48.883
22940,43232,251.51700000000002
22941,52287,26.157
22941,28234,29.753
22942,47946,20.444
22942,22780,72.277
22943,22786,79.907
22944,22945,40.979
22945,22944,40.979
22944,22956,26.041
22956,22944,26.041
22944,25901,76.742
22945,22956,32.998
22945,22946,274.661
22946,22945,274.661
22946,26444,64.17
26444,22946,64.17
22946,22947,585.117
22947,22946,585.117
22947,43314,281.669
22947,41736,959.366
41736,22947,959.366
22948,43527,504.74500000000006
22949,49774,305.00200000000007
22949,42248,270.92699999999996
22950,22949,102.406
22951,52491,474.325
22951,54947,529.0279999999999
22952,52690,2058.942
22953,24341,199.45800000000003
22953,43305,206.869
22954,22953,237.33200000000002
22955,54651,34.49
22956,22967,75.353
22967,22956,75.353
22957,18935,360.48900000000003
22957,42194,708.9950000000001
22958,32613,128.999
32613,22958,128.999
22958,18823,89.392
22959,22958,92.278
22959,42473,69.095
42473,22959,69.095
22960,18987,87.89
22960,22942,69.012
22961,23587,250.013
23587,22961,250.013
22961,47936,112.63
22962,22961,72.367
22963,23595,95.201
23595,22963,95.201
22963,55192,186.106
22964,23596,93.233
23596,22964,93.233
22964,22963,96.869
22965,45586,34.651
45586,22965,34.651
22965,22964,208.21699999999998
22965,48216,107.55799999999999
48216,22965,107.55799999999999
22966,25846,79.887
25846,22966,79.887
22966,43313,421.277
22966,22923,161.22899999999998
22967,22966,80.987
22967,25848,71.06400000000001
25848,22967,71.06400000000001
22968,31291,301.62899999999996
22968,55321,79.292
22969,32094,40.044
32094,22969,40.044
22969,31448,36.593999999999994
31448,22969,36.593999999999994
22969,22970,38.935
22970,31448,53.361999999999995
31448,22970,53.361999999999995
22970,22971,119.55300000000001
22971,22675,127.56200000000001
22971,26044,79.142
26044,22971,79.142
22972,27208,44.961
27208,22972,44.961
22973,28544,73.891
22974,25744,75.065
25744,22974,75.065
22974,25743,77.237
25743,22974,77.237
22975,25938,47.063
25938,22975,47.063
22975,55103,26.348
55103,22975,26.348
22975,51525,232.838
51525,22975,232.838
22976,22977,64.614
22977,22976,64.614
22977,27269,94.943
22979,27096,72.761
27096,22979,72.761
22979,27095,73.984
27095,22979,73.984
22979,22980,174.125
22980,27407,72.999
27407,22980,72.999
22980,27406,72.605
27406,22980,72.605
22980,48697,204.35
22981,28028,72.852
22981,22982,191.788
22982,18474,287.611
22982,29695,74.108
29695,22982,74.108
22982,31934,74.73700000000001
31934,22982,74.73700000000001
22983,29696,74.426
29696,22983,74.426
22983,22984,166.915
22983,32752,74.50500000000001
32752,22983,74.50500000000001
22984,33240,77.433
33240,22984,77.433
22984,29697,76.558
29697,22984,76.558
22984,22985,257.025
22985,32886,74.192
32886,22985,74.192
22985,29698,74.429
29698,22985,74.429
22985,22986,254.0
22986,31575,74.31299999999999
31575,22986,74.31299999999999
22986,29699,74.475
29699,22986,74.475
22986,22987,206.998
22987,33241,74.438
33241,22987,74.438
22987,29700,74.552
29700,22987,74.552
22987,22988,207.31
22988,30472,74.434
30472,22988,74.434
22988,29701,74.318
29701,22988,74.318
22988,22989,163.909
22989,24107,42.47
24107,22989,42.47
22989,22998,36.857
22998,22989,36.857
22990,22991,99.827
22991,22990,99.827
22990,28047,221.747
22990,24737,59.561
24737,22990,59.561
22990,24736,91.642
24736,22990,91.642
22991,22992,82.88499999999999
22992,22991,82.88499999999999
22991,28374,118.24799999999999
28374,22991,118.24799999999999
22992,22993,114.304
22993,22992,114.304
22992,32941,144.659
32941,22992,144.659
22993,22994,155.028
22994,22993,155.028
22993,28754,68.938
22993,28756,117.74999999999999
28756,22993,117.74999999999999
22994,29692,106.405
29692,22994,106.405
22994,33243,64.758
33243,22994,64.758
22995,22996,285.20099999999996
22996,22995,285.20099999999996
22996,22997,122.413
22997,22996,122.413
22996,29685,89.093
29685,22996,89.093
22996,33217,73.43599999999999
33217,22996,73.43599999999999
22997,27254,91.494
22998,22999,217.59099999999998
22999,22998,217.59099999999998
22998,53599,40.053
53599,22998,40.053
22999,31304,79.178
31304,22999,79.178
22999,29686,78.905
29686,22999,78.905
22999,23000,207.368
23000,22999,207.368
23000,29687,78.882
29687,23000,78.882
23000,23001,207.261
23001,23000,207.261
23000,32061,79.15299999999999
32061,23000,79.15299999999999
23001,29163,78.966
29163,23001,78.966
23001,23002,207.689
23002,23001,207.689
23001,29164,79.264
29164,23001,79.264
23002,32915,79.154
32915,23002,79.154
23002,29688,79.078
29688,23002,79.078
23002,23003,206.692
23003,23002,206.692
23003,23004,146.65499999999997
23004,23003,146.65499999999997
23003,33238,79.493
33238,23003,79.493
23003,29689,79.19
29689,23003,79.19
23004,29690,80.761
23005,52610,80.901
23005,23006,145.779
23006,23005,145.779
23006,31473,95.86500000000001
31473,23006,95.86500000000001
23006,29693,90.64999999999999
29693,23006,90.64999999999999
23007,47244,103.691
47244,23007,103.691
23007,26258,66.414
26258,23007,66.414
23008,21320,78.892
23008,21319,41.952
23009,23010,64.431
23010,23009,64.431
23009,41772,286.46099999999996
41772,23009,286.46099999999996
23009,41747,238.127
41747,23009,238.127
23010,51533,469.766
51533,23010,469.766
23010,44819,84.67
44819,23010,84.67
23011,51533,30.572
51533,23011,30.572
23011,51534,41.237
23011,31408,104.606
31408,23011,104.606
23012,23011,111.319
23012,28757,131.863
28757,23012,131.863
23013,23012,105.907
23013,27567,84.11399999999999
27567,23013,84.11399999999999
23014,30125,807.563
23015,49114,71.158
23016,23131,137.71800000000002
23131,23016,137.71800000000002
23016,23130,262.519
23130,23016,262.519
23016,20689,77.703
23017,23016,76.449
23017,32981,137.67
32981,23017,137.67
23017,33144,226.297
33144,23017,226.297
23018,23017,75.937
23018,33145,198.72799999999998
33145,23018,198.72799999999998
23018,32981,212.527
32981,23018,212.527
23019,23018,76.309
23019,55381,169.925
23020,23019,76.244
23020,28733,76.713
23020,32016,141.90699999999998
23021,22506,105.88300000000001
23021,23020,77.278
23021,28733,106.94
28733,23021,106.94
23021,28732,119.718
28732,23021,119.718
23022,23021,90.876
23023,50144,152.479
50144,23023,152.479
23023,28564,117.601
28564,23023,117.601
23023,23053,503.38399999999996
23053,23023,503.38399999999996
23024,50144,12.924
50144,23024,12.924
23024,55068,25.799
55068,23024,25.799
23024,55066,26.976
23025,55065,30.354
55065,23025,30.354
23025,55067,175.225
55067,23025,175.225
23026,23027,92.361
23027,23026,92.361
23027,25724,84.717
25724,23027,84.717
23028,51825,13.012
51825,23028,13.012
23028,33026,52.693
23028,24612,87.661
24612,23028,87.661
23029,51143,46.705
51143,23029,46.705
23029,27017,219.897
27017,23029,219.897
23029,24619,78.079
24619,23029,78.079
23029,51825,88.994
51825,23029,88.994
23030,23031,80.708
23031,23030,80.708
23030,51143,60.809
51143,23030,60.809
23030,27018,148.13600000000002
27018,23030,148.13600000000002
23031,48528,33.551
48528,23031,33.551
23031,48527,42.508
48527,23031,42.508
23032,48527,64.539
48527,23032,64.539
23032,48525,42.292
48525,23032,42.292
23032,27019,33.054
27019,23032,33.054
23033,48525,56.056
48525,23033,56.056
23033,23034,131.139
23034,23033,131.139
23033,29417,115.797
29417,23033,115.797
23033,48526,59.577
48526,23033,59.577
23034,23035,31.627
23035,23034,31.627
23034,23288,17.256
23288,23034,17.256
23034,29417,63.493
29417,23034,63.493
23035,52183,35.614
52183,23035,35.614
23035,52182,42.003
52182,23035,42.003
23035,23288,27.327
23036,23289,74.577
23289,23036,74.577
23036,52181,31.462
52181,23036,31.462
23036,23037,15.685
23037,23036,15.685
23037,52180,40.935
52180,23037,40.935
23037,23038,17.204
23038,23037,17.204
23037,27325,203.18
27325,23037,203.18
23038,52179,90.886
52179,23038,90.886
23038,30921,70.08699999999999
30921,23038,70.08699999999999
23039,48523,46.754
48523,23039,46.754
23039,52179,54.028
52179,23039,54.028
23039,23881,45.941
23039,27326,61.852000000000004
23040,25423,121.926
25423,23040,121.926
23040,27326,37.421
27326,23040,37.421
23040,48523,23.888
48523,23040,23.888
23040,23041,161.291
23041,23040,161.291
23041,23042,65.749
23042,23041,65.749
23041,25423,149.04399999999998
25423,23041,149.04399999999998
23042,23043,63.937
23043,23042,63.937
23042,25302,74.844
25302,23042,74.844
23044,28153,49.194
23045,42455,31.497
23045,46172,49.169
23046,49363,13.714
49363,23046,13.714
23046,50821,50.473
23046,25713,90.742
25713,23046,90.742
23047,49362,12.62
49362,23047,12.62
23047,50825,55.291
23047,25714,90.745
25714,23047,90.745
23048,49361,11.591
49361,23048,11.591
23048,24991,89.204
24991,23048,89.204
23048,50829,51.787
23049,49360,10.848
49360,23049,10.848
23049,23048,70.664
23050,25715,83.31
25715,23050,83.31
23050,49359,11.408
49359,23050,11.408
23050,23049,75.54
23051,49358,11.423
49358,23051,11.423
23051,52006,60.075
23051,47754,77.381
47754,23051,77.381
23052,49357,10.275
49357,23052,10.275
23052,47753,121.89699999999999
47753,23052,121.89699999999999
23052,50832,129.15300000000002
23053,33296,98.198
33296,23053,98.198
23053,46164,249.62599999999998
23053,33393,395.43699999999995
33393,23053,395.43699999999995
23054,23055,76.714
23055,23054,76.714
23054,42388,75.458
42388,23054,75.458
23055,25851,121.15
23056,23057,46.762
23057,23058,77.459
23057,25853,126.247
23058,23059,31.166
23058,23126,263.936
23126,23058,263.936
23059,47793,46.649
23059,26840,53.769
23060,26840,36.552
26840,23060,36.552
23060,28291,42.348
28291,23060,42.348
23061,28848,14.596
23062,23063,246.443
23063,23062,246.443
23062,28461,78.714
28461,23062,78.714
23062,30809,105.722
30809,23062,105.722
23063,30558,79.946
30558,23063,79.946
23063,30559,513.606
30559,23063,513.606
23064,25602,97.603
25602,23064,97.603
23064,52600,109.058
52600,23064,109.058
23064,23065,207.68
23065,23064,207.68
23065,25603,97.849
25603,23065,97.849
23065,28127,59.601
28127,23065,59.601
23066,46175,42.444
23066,25636,188.977
25636,23066,188.977
23067,20747,218.866
23067,25278,77.198
25278,23067,77.198
23067,47770,47.352
47770,23067,47.352
23067,47771,82.45899999999999
47771,23067,82.45899999999999
23068,29801,80.295
23070,24596,82.489
24596,23070,82.489
23070,24595,79.098
24595,23070,79.098
23070,53685,200.612
53685,23070,200.612
23070,23071,158.498
23071,23070,158.498
23071,27014,82.349
27014,23071,82.349
23071,27013,79.27000000000001
27013,23071,79.27000000000001
23072,25608,100.322
25608,23072,100.322
23072,49196,102.794
49196,23072,102.794
23072,45673,192.88
45673,23072,192.88
23073,25597,79.399
25597,23073,79.399
23073,53947,79.887
53947,23073,79.887
23073,23074,208.608
23074,23073,208.608
23074,25598,78.996
25598,23074,78.996
23074,29824,79.468
29824,23074,79.468
23074,23075,200.77
23075,23074,200.77
23075,25599,79.01
25599,23075,79.01
23075,23076,194.956
23076,23075,194.956
23075,26116,79.247
26116,23075,79.247
23076,25600,78.87299999999999
25600,23076,78.87299999999999
23076,29825,79.259
29825,23076,79.259
23077,31133,184.171
31133,23077,184.171
23077,23078,77.886
23078,23077,77.886
23077,32380,220.215
32380,23077,220.215
23078,31132,76.07
31132,23078,76.07
23078,48375,107.22699999999999
48375,23078,107.22699999999999
23078,29802,88.964
29802,23078,88.964
23079,27118,82.179
27118,23079,82.179
23079,27119,80.023
27119,23079,80.023
23079,48374,106.881
23080,24998,82.095
24998,23080,82.095
23080,24999,79.236
24999,23080,79.236
23080,23079,316.961
23081,27396,77.356
27396,23081,77.356
23081,27395,82.317
27395,23081,82.317
23081,23080,158.412
23082,29804,82.167
29804,23082,82.167
23082,31541,77.442
31541,23082,77.442
23082,18219,246.543
23083,31204,57.653
31204,23083,57.653
23083,29805,82.288
29805,23083,82.288
23083,23082,56.675000000000004
23084,23083,79.124
23084,25646,128.587
25646,23084,128.587
23084,29806,82.209
29806,23084,82.209
23085,27690,82.097
27690,23085,82.097
23085,27691,206.27100000000002
27691,23085,206.27100000000002
23085,23084,79.28099999999999
23086,25605,109.635
25605,23086,109.635
23086,29813,79.124
29813,23086,79.124
23086,23087,175.275
23087,23086,175.275
23087,25624,78.7
25624,23087,78.7
23087,28923,79.394
28923,23087,79.394
23087,23088,143.113
23088,23087,143.113
23088,25625,79.113
25625,23088,79.113
23088,29814,78.949
29814,23088,78.949
23089,23090,105.52
23090,23089,105.52
23090,25633,78.926
25633,23090,78.926
23090,29815,79.244
29815,23090,79.244
23090,23091,110.208
23091,23090,110.208
23092,23093,77.872
23093,23092,77.872
23092,25325,78.241
25325,23092,78.241
23093,27799,186.49400000000003
23094,23066,81.774
23094,23095,167.538
23095,23094,167.538
23095,23096,199.33499999999998
23096,23095,199.33499999999998
23095,25636,78.711
25636,23095,78.711
23095,29822,79.382
29822,23095,79.382
23096,24514,77.857
24514,23096,77.857
23096,54090,134.656
54090,23096,134.656
23096,24513,79.587
24513,23096,79.587
23097,23098,28.925
23098,23097,28.925
23097,54090,34.979
54090,23097,34.979
23097,27224,187.678
27224,23097,187.678
23098,23099,208.76999999999998
23099,23098,208.76999999999998
23098,26035,51.306000000000004
23099,29807,80.969
29807,23099,80.969
23100,23101,48.634
23101,23100,48.634
23101,23102,44.475
23102,23101,44.475
23101,28039,145.35799999999998
28039,23101,145.35799999999998
23103,23104,76.214
23104,23103,76.214
23103,25640,50.598
25640,23103,50.598
23103,23112,16.717
23112,23103,16.717
23104,23105,66.814
23105,23104,66.814
23104,45672,157.023
45672,23104,157.023
23105,49195,12.412
49195,23105,12.412
23105,45660,164.74699999999999
23106,25604,99.044
25604,23106,99.044
23106,28128,73.851
28128,23106,73.851
23106,23107,118.395
23107,23106,118.395
23107,29819,77.153
29819,23107,77.153
23107,25637,79.441
25637,23107,79.441
23107,23108,195.385
23108,23107,195.385
23108,25638,78.892
25638,23108,78.892
23108,29820,79.129
29820,23108,79.129
23109,23110,80.737
23110,23109,80.737
23109,25621,78.105
25621,23109,78.105
23109,29817,79.029
29817,23109,79.029
23110,23111,75.195
23111,23110,75.195
23110,32998,162.353
32998,23110,162.353
23111,23112,112.489
23112,23111,112.489
23111,25639,67.314
25639,23111,67.314
23111,27462,67.14
27462,23111,67.14
23112,29826,67.451
29826,23112,67.451
23113,25648,64.496
25648,23113,64.496
23113,23114,82.252
23114,23113,82.252
23113,50939,179.938
50939,23113,179.938
23114,27958,118.594
27958,23114,118.594
23115,29812,93.22
29812,23115,93.22
23115,27959,181.50400000000002
27959,23115,181.50400000000002
23116,23117,114.0
23117,23116,114.0
23116,29153,75.54
23117,25610,91.073
23118,25611,90.478
25611,23118,90.478
23118,23119,76.16999999999999
23119,23118,76.16999999999999
23118,45666,180.156
45666,23118,180.156
23119,23120,94.637
23120,23119,94.637
23119,25612,90.931
25612,23119,90.931
23119,28188,124.673
28188,23119,124.673
23120,28189,33.556
28189,23120,33.556
23120,25613,91.195
25613,23120,91.195
23121,29781,78.121
29781,23121,78.121
23121,29780,21.002000000000002
29780,23121,21.002000000000002
23122,23121,86.716
23122,25850,132.778
23123,23122,76.401
23124,23123,74.053
23124,25852,132.438
23125,23124,78.299
23125,30295,191.36
23126,23125,77.584
23126,27884,192.14499999999998
27884,23126,192.14499999999998
23127,23126,77.887
23127,23215,187.895
23128,23127,76.163
23128,28292,182.735
23129,28294,80.426
28294,23129,80.426
23129,28293,77.921
28293,23129,77.921
23129,22243,79.495
23130,33143,55.796
23131,20690,26.310000000000002
23131,32981,75.496
32981,23131,75.496
23132,20690,45.134
23132,23131,36.976
23133,42431,8.696
42431,23133,8.696
23133,48889,44.735
23134,23135,75.697
23135,23134,75.697
23134,48884,30.152
48884,23134,30.152
23135,20497,141.66199999999998
23135,23136,109.457
23136,23135,109.457
23135,28574,56.56399999999999
28574,23135,56.56399999999999
23136,25467,122.396
25467,23136,122.396
23136,23137,78.324
23137,23136,78.324
23137,20499,257.355
23137,28575,178.927
28575,23137,178.927
23138,23139,76.883
23139,23138,76.883
23138,26155,84.25999999999999
26155,23138,84.25999999999999
23138,26154,223.45100000000002
26154,23138,223.45100000000002
23139,23140,75.94
23140,23139,75.94
23139,26180,223.184
26180,23139,223.184
23140,23141,72.18
23141,23140,72.18
23140,30045,223.016
30045,23140,223.016
23141,32701,147.438
32701,23141,147.438
23141,32948,221.783
32948,23141,221.783
23142,23143,166.644
23142,25893,92.112
25893,23142,92.112
23142,25892,79.59700000000001
25892,23142,79.59700000000001
23143,24688,74.68599999999999
24688,23143,74.68599999999999
23143,24687,43.005
24687,23143,43.005
23144,21460,204.32
23144,20480,79.06099999999999
23145,23144,208.194
23145,42128,79.682
42128,23145,79.682
23146,23145,196.31900000000002
23146,42226,78.153
42226,23146,78.153
23147,23146,200.82500000000002
23147,47664,79.50599999999999
47664,23147,79.50599999999999
23148,23147,200.90300000000002
23148,42288,79.303
42288,23148,79.303
23149,23148,200.83
23149,49002,80.80499999999999
23150,30121,80.204
23150,48118,14.793
48118,23150,14.793
23151,48118,222.339
48118,23151,222.339
23152,50369,140.782
50369,23152,140.782
23152,23199,88.99799999999999
23199,23152,88.99799999999999
23153,23154,86.607
23154,23153,86.607
23153,23200,163.404
23200,23153,163.404
23154,23155,85.115
23155,23154,85.115
23154,23201,197.65900000000002
23201,23154,197.65900000000002
23155,23156,88.406
23156,23155,88.406
23155,23202,231.308
23202,23155,231.308
23156,32907,44.761
32907,23156,44.761
23156,23157,45.812000000000005
23157,23156,45.812000000000005
23156,32908,117.59299999999999
32908,23156,117.59299999999999
23158,23159,133.02499999999998
23158,20589,231.32900000000004
23159,23888,125.928
23160,23161,72.448
23161,23160,72.448
23160,53909,204.13
53909,23160,204.13
23160,30700,82.73100000000001
30700,23160,82.73100000000001
23160,19962,85.015
23161,30701,179.735
23162,54309,64.381
23162,54307,9.803
23163,27541,101.659
27541,23163,101.659
23163,23164,94.255
23164,23163,94.255
23164,27437,81.825
27437,23164,81.825
23165,23166,184.281
23166,23165,184.281
23165,23720,82.127
23720,23165,82.127
23166,26552,87.04599999999999
26552,23166,87.04599999999999
23166,23167,224.367
23167,23166,224.367
23167,31957,82.357
31957,23167,82.357
23168,28235,93.331
28235,23168,93.331
23168,45140,136.18
45140,23168,136.18
23169,32906,85.964
32906,23169,85.964
23169,23203,48.17
23203,23169,48.17
23169,23170,45.743
23170,23169,45.743
23171,30233,67.782
30233,23171,67.782
23171,51101,206.857
23172,28795,44.352
23172,23173,74.244
23173,23172,74.244
23173,23174,79.20700000000001
23174,23173,79.20700000000001
23173,32774,141.124
32774,23173,141.124
23174,23175,79.346
23175,23174,79.346
23174,30703,141.06300000000002
30703,23174,141.06300000000002
23174,30702,148.714
30702,23174,148.714
23175,23176,79.334
23176,23175,79.334
23175,28708,141.03599999999997
28708,23175,141.03599999999997
23175,28707,146.256
28707,23175,146.256
23176,23177,79.208
23177,23176,79.208
23176,32293,141.204
32293,23176,141.204
23176,32292,133.149
32292,23176,133.149
23177,23178,79.292
23178,23177,79.292
23177,33097,141.166
33097,23177,141.166
23177,33119,124.828
33119,23177,124.828
23178,23179,79.388
23179,23178,79.388
23178,30590,141.263
30590,23178,141.263
23178,30589,120.517
30589,23178,120.517
23179,27446,114.577
27446,23179,114.577
23179,27447,141.30599999999998
27447,23179,141.30599999999998
23180,23181,79.526
23181,23180,79.526
23180,26579,141.363
26579,23180,141.363
23180,26578,121.914
26578,23180,121.914
23181,33469,82.299
33469,23181,82.299
23181,23182,52.758
23182,23181,52.758
23181,33098,141.45
33098,23181,141.45
23182,44967,170.559
44967,23182,170.559
23182,33469,97.4
33469,23182,97.4
23183,23184,201.862
23184,23183,201.862
23183,33019,86.24799999999999
23184,23185,158.472
23185,23184,158.472
23184,29147,73.526
23184,29148,79.415
29148,23184,79.415
23185,23186,158.79
23186,23185,158.79
23185,30967,79.218
30967,23185,79.218
23185,47667,79.766
47667,23185,79.766
23186,26060,79.218
26060,23186,79.218
23186,23187,158.662
23187,23186,158.662
23186,26059,79.16600000000001
26059,23186,79.16600000000001
23187,28504,81.095
28504,23187,81.095
23187,23188,140.187
23188,23187,140.187
23187,28505,79.08800000000001
28505,23187,79.08800000000001
23188,28158,99.503
28158,23188,99.503
23189,23190,213.44
23190,23189,213.44
23189,33209,79.649
33209,23189,79.649
23189,33676,78.931
33676,23189,78.931
23190,49289,181.934
49289,23190,181.934
23190,27065,79.624
27065,23190,79.624
23190,27064,79.041
27064,23190,79.041
23191,26260,24.466
26260,23191,24.466
23191,23192,212.802
23192,23191,212.802
23192,23193,88.62700000000001
23193,23192,88.62700000000001
23192,27347,77.59700000000001
27347,23192,77.59700000000001
23194,23195,70.994
23195,23194,70.994
23195,23196,209.036
23196,23195,209.036
23195,25486,78.88499999999999
25486,23195,78.88499999999999
23195,33208,274.467
33208,23195,274.467
23196,23204,14.065
23204,23196,14.065
23197,23198,190.149
23198,23197,190.149
23197,28442,92.95700000000001
23198,33384,75.533
33384,23198,75.533
23198,33206,77.505
33206,23198,77.505
23198,48669,103.16
48669,23198,103.16
23199,33207,40.745
33207,23199,40.745
23200,23201,79.072
23201,23200,79.072
23200,31951,183.31300000000002
31951,23200,183.31300000000002
23201,23202,77.838
23202,23201,77.838
23201,31691,227.777
31691,23201,227.777
23202,53929,264.587
53929,23202,264.587
23202,23203,84.277
23203,23202,84.277
23203,32905,271.212
32905,23203,271.212
23204,33675,62.887
33675,23204,62.887
23205,23206,76.237
23206,23205,76.237
23205,32391,170.721
32391,23205,170.721
23206,23207,76.25
23207,23206,76.25
23206,32643,170.516
32643,23206,170.516
23207,23208,77.265
23208,23207,77.265
23207,53965,170.73399999999998
53965,23207,170.73399999999998
23208,33344,170.328
33344,23208,170.328
23209,42347,8.011
42347,23209,8.011
23209,25768,76.931
23210,22855,228.225
23210,30003,76.644
23211,25770,78.003
25770,23211,78.003
23211,29844,77.23
29844,23211,77.23
23211,23210,186.641
23212,22841,202.385
23212,25972,74.904
25972,23212,74.904
23212,45903,219.613
45903,23212,219.613
23212,25971,77.16300000000001
25971,23212,77.16300000000001
23213,29835,79.859
29835,23213,79.859
23213,49067,82.08
49067,23213,82.08
23214,25931,67.654
25931,23214,67.654
23214,44804,89.582
44804,23214,89.582
23214,25932,67.032
25932,23214,67.032
23215,30296,76.809
23215,23216,158.42600000000002
23216,31325,76.174
31325,23216,76.174
23216,27885,77.709
27885,23216,77.709
23216,19810,200.823
23217,25811,74.444
25811,23217,74.444
23217,53269,52.809
53269,23217,52.809
23217,45909,209.64899999999997
45909,23217,209.64899999999997
23218,26371,66.828
26371,23218,66.828
23218,23219,62.65
23219,23218,62.65
23218,30487,70.049
30487,23218,70.049
23220,23221,61.757
23221,23220,61.757
23220,23222,158.619
23222,23220,158.619
23220,45924,162.661
45924,23220,162.661
23221,33556,18.549
23222,25937,62.255
25937,23222,62.255
23222,55103,202.24200000000002
55103,23222,202.24200000000002
23223,23222,33.472
23223,55102,208.189
55102,23223,208.189
23223,51304,206.416
51304,23223,206.416
23224,21769,115.289
23224,50773,181.92399999999998
50773,23224,181.92399999999998
23225,32831,429.514
32831,23225,429.514
23225,52877,101.78
52877,23225,101.78
23226,24471,77.206
24471,23226,77.206
23227,26333,75.956
26333,23227,75.956
23227,20079,214.963
23228,23227,189.437
23228,26526,33.851
26526,23228,33.851
23228,26525,41.585
26525,23228,41.585
23229,54016,268.393
54016,23229,268.393
23229,31657,225.746
31657,23229,225.746
23230,48240,35.0
23230,26639,92.271
26639,23230,92.271
23230,23231,107.66399999999999
23231,23230,107.66399999999999
23231,30481,23.785000000000004
30481,23231,23.785000000000004
23231,23232,56.926
23232,23231,56.926
23231,26639,55.054
26639,23231,55.054
23232,30481,50.946
30481,23232,50.946
23232,31023,156.60299999999998
31023,23232,156.60299999999998
23232,23233,169.397
23233,23232,169.397
23233,31023,63.07899999999999
31023,23233,63.07899999999999
23234,23235,127.31
23235,23234,127.31
23234,24930,34.339
24930,23234,34.339
23235,24930,122.43100000000001
24930,23235,122.43100000000001
23235,23236,89.612
23236,23235,89.612
23236,23237,173.89600000000002
23237,23236,173.89600000000002
23236,24942,26.598
24942,23236,26.598
23236,28837,52.954
28837,23236,52.954
23237,28825,297.669
28825,23237,297.669
23237,54946,90.11500000000001
54946,23237,90.11500000000001
23238,23239,122.331
23239,23238,122.331
23238,29810,82.012
29810,23238,82.012
23238,29411,88.112
29411,23238,88.112
23239,29412,82.945
29412,23239,82.945
23239,32267,81.911
32267,23239,81.911
23240,50273,200.19799999999998
50273,23240,200.19799999999998
23240,22575,203.293
23240,27916,78.253
23241,19115,82.278
23241,42093,42.302
23241,24787,46.165
24787,23241,46.165
23241,48233,60.83500000000001
48233,23241,60.83500000000001
23242,18919,76.47
23243,31293,327.27
31293,23243,327.27
23244,28800,250.22299999999996
28800,23244,250.22299999999996
23244,23245,29.990000000000002
23245,23244,29.990000000000002
23245,28494,69.645
28494,23245,69.645
23245,52864,324.896
52864,23245,324.896
23245,28495,79.923
28495,23245,79.923
23246,31645,240.886
23246,23247,78.36600000000001
23247,23246,78.36600000000001
23246,52864,27.932
52864,23246,27.932
23247,23248,79.756
23248,23247,79.756
23247,27990,100.00800000000001
23248,25654,258.712
23248,23249,81.65
23249,23248,81.65
23249,31646,240.44799999999998
31646,23249,240.44799999999998
23249,29382,120.537
29382,23249,120.537
23249,23250,51.507
23250,23249,51.507
23250,27877,50.611
23250,23251,33.016
23251,23250,33.016
23251,27877,28.049999999999997
27877,23251,28.049999999999997
23251,27876,151.67499999999998
27876,23251,151.67499999999998
23252,23253,85.655
23253,23252,85.655
23252,29383,217.07399999999998
23253,23254,33.706
23254,23253,33.706
23254,23255,52.639
23255,23254,52.639
23254,54106,118.392
54106,23254,118.392
23255,23256,40.97
23256,23255,40.97
23255,27905,283.31000000000006
23256,27906,119.792
23256,23257,43.225
23257,23256,43.225
23257,23258,30.582
23258,23257,30.582
23257,29385,315.62999999999994
23258,31244,87.317
31244,23258,87.317
23258,30355,67.117
30355,23258,67.117
23259,23258,141.704
23260,30002,99.972
30002,23260,99.972
23260,29421,101.714
29421,23260,101.714
23260,50167,164.424
50167,23260,164.424
23261,32015,43.362
23262,28730,79.091
28730,23262,79.091
23262,19806,112.556
23262,28729,79.09100000000001
28729,23262,79.09100000000001
23263,23262,264.647
23263,41603,17.359
41603,23263,17.359
23263,26684,79.899
23264,28805,79.344
28805,23264,79.344
23264,28804,79.655
28804,23264,79.655
23265,23266,118.56899999999999
23266,23265,118.56899999999999
23265,29245,69.819
23266,25115,69.999
25115,23266,69.999
23266,25114,58.4
25114,23266,58.4
23267,53647,68.288
53647,23267,68.288
23268,23309,13.343
23309,23268,13.343
23268,23269,80.71000000000001
23269,23268,80.71000000000001
23268,32680,121.72
32680,23268,121.72
23269,23270,80.527
23270,23269,80.527
23269,33272,121.649
33272,23269,121.649
23269,29897,277.998
29897,23269,277.998
23270,23271,79.494
23271,23270,79.494
23270,29103,200.595
29103,23270,200.595
23270,29102,245.244
29102,23270,245.244
23271,30910,200.749
30910,23271,200.749
23271,29898,213.444
29898,23271,213.444
23272,23273,79.39
23273,23272,79.39
23272,26756,200.919
26756,23272,200.919
23272,26755,170.129
26755,23272,170.129
23273,23274,79.179
23274,23273,79.179
23273,30911,200.66
30911,23273,200.66
23273,29101,162.226
29101,23273,162.226
23274,52033,79.41199999999999
52033,23274,79.41199999999999
23274,29899,160.231
29899,23274,160.231
23274,30912,200.822
30912,23274,200.822
23275,23276,79.60000000000001
23276,23275,79.60000000000001
23275,52033,79.00099999999999
